21, -1, 942.1546020507812, 396.40301513671875, 74.90521240234375, 136.277099609375, 0.5013541579246521, -1, -1, -1
22, -1, 938.162841796875, 395.0972595214844, 76.906982421875, 132.99392700195312, 0.5223039388656616, -1, -1, -1
23, -1, 933.7591552734375, 383.1955871582031, 66.578125, 140.15487670898438, 0.7012782692909241, -1, -1, -1
24, -1, 929.8856201171875, 380.0052490234375, 68.11627197265625, 144.1549072265625, 0.8152124881744385, -1, -1, -1
25, -1, 919.3545532226562, 372.61346435546875, 76.19842529296875, 148.62811279296875, 0.8738922476768494, -1, -1, -1
26, -1, 914.7279052734375, 379.59381103515625, 78.9244384765625, 142.8199462890625, 0.9261656999588013, -1, -1, -1
27, -1, 908.7349853515625, 377.68035888671875, 82.364990234375, 154.8714599609375, 0.9422390460968018, -1, -1, -1
28, -1, 905.6036987304688, 379.7292175292969, 83.85125732421875, 159.33053588867188, 0.9372844696044922, -1, -1, -1
29, -1, 902.9591064453125, 382.60675048828125, 87.01922607421875, 160.76629638671875, 0.9436752796173096, -1, -1, -1
30, -1, 898.78125, 382.6336669921875, 92.9501953125, 159.8966064453125, 0.944175660610199, -1, -1, -1
31, -1, 891.7799072265625, 378.378662109375, 95.46551513671875, 160.658203125, 0.9378658533096313, -1, -1, -1
32, -1, 889.962646484375, 390.0481872558594, 96.57568359375, 146.66018676757812, 0.9391078352928162, -1, -1, -1
33, -1, 879.9888916015625, 384.6487121582031, 112.34613037109375, 162.43148803710938, 0.9192786812782288, -1, -1, -1
34, -1, 871.324462890625, 391.95098876953125, 121.16064453125, 151.624755859375, 0.8800874352455139, -1, -1, -1
35, -1, 870.9727172851562, 396.50994873046875, 118.88092041015625, 148.65740966796875, 0.8283566832542419, -1, -1, -1
36, -1, 868.6580810546875, 392.0393981933594, 121.70867919921875, 160.10507202148438, 0.8180493116378784, -1, -1, -1
37, -1, 858.3704833984375, 379.9140319824219, 140.851806640625, 168.10586547851562, 0.7963659763336182, -1, -1, -1
38, -1, 865.2560424804688, 382.2686462402344, 128.27484130859375, 163.90866088867188, 0.8649182915687561, -1, -1, -1
39, -1, 864.4752197265625, 384.3686828613281, 129.3111572265625, 174.43258666992188, 0.8869697451591492, -1, -1, -1
40, -1, 865.4383544921875, 378.1715087890625, 128.38848876953125, 180.10870361328125, 0.8913037776947021, -1, -1, -1
41, -1, 876.3041381835938, 374.26922607421875, 115.2122802734375, 184.42095947265625, 0.9003602862358093, -1, -1, -1
42, -1, 879.47900390625, 373.5330810546875, 110.8466796875, 178.68328857421875, 0.8699151873588562, -1, -1, -1
